school_server_code,AstRoamer_Element_Hunt_Activity,Astroamer_Moon_Track,Astroamer_Planet_Trek_Activity,Food_sharing_tool,Ice,Ration Patterns,ages_puzzle,coins_puzzle,factorisation,policesquad
2031016-mz16,0.0,0.0,0.0,56.15833333333333,0.0,0.0,55.88333333333333,55.88333333333333,54.95,51.25
1011001-ct1,20.510526315789473,0.0,0.0,114.51875,0.0,33.63888888888889,10.026190476190477,9.957407407407409,15.33703703703704,33.403703703703705
3051036-rj36,34.98166666666667,37.074999999999996,14.558333333333332,38.166666666666664,0.0,0.0,25.466666666666665,27.96666666666667,27.627777777777776,0.0
-ct31,0.6416666666666667,0.0,0.0,33.916111111111114,29.938888888888894,33.32083333333334,25.266666666666666,0.0,47.18888888888889,0.0
3051014-rj14,39.11666666666667,0.0,0.0,36.28666666666667,0.0,9.929166666666667,22.083333333333336,27.974999999999998,31.670833333333327,0.0
2031008-mz8,27.4125,0.0,0.0,29.8,0.0,0.0,0.0,59.88333333333333,0.0,20.20625
2031005-mz5,3.183333333333333,0.0,0.0,28.3,0.0,9.549999999999999,22.125,28.3,15.741666666666667,23.875
4231036-tg136,16.474999999999998,0.0,0.0,24.29561403508772,23.487499999999997,20.293333333333333,7.45,5.666666666666667,9.319444444444445,21.48448275862069
3051044-rj44,31.911111111111115,60.150000000000006,12.925,6.0680555555555555,0.0,0.0,0.0,0.0,0.0,0.0
3051031-rj31,6.225,0.0,0.0,33.420967741935485,1.3416666666666666,11.566666666666666,4.666666666666667,0.0,6.25,31.811111111111106
3051025-rj25,0.0,0.0,0.0,35.62314814814815,0.0,0.0,0.0,0.0,0.0,39.797435897435896
4202083-tg283,0.0,0.0,0.0,11.433333333333334,2.1333333333333333,3.85,13.783333333333333,13.783333333333333,2.0583333333333336,22.0
1011019-ct19,0.0,0.0,0.0,30.066666666666666,0.0,0.0,0.0,0.0,0.0,36.67266081871346
1011018-ct18,4.211111111111111,0.0,0.0,22.351388888888888,0.0,0.0,11.95,7.829166666666666,10.001851851851853,10.039548022598868
3072044-rj94,0.0,0.0,0.0,27.144736842105264,0.0,37.06666666666667,0.0,0.0,0.0,0.0
4202034-tg234,4.395833333333333,0.0,17.583333333333332,9.591975308641976,4.5680555555555555,12.402222222222225,7.611538461538463,3.4020833333333336,4.044117647058823,0.0
4122100-tg300,2.9722222222222223,0.0,0.0,8.298958333333335,20.875,4.8,3.5348484848484842,4.839166666666666,3.1251322751322754,13.016666666666667
1011020-ct20,12.0,0.0,0.0,0.39166666666666666,0.0,0.0,12.0,0.03333333333333333,0.7666666666666667,31.762912912912913
1011011-ct11,0.0,0.0,0.0,29.11888888888889,0.0,0.0,0.0,0.0,0.0,27.06120218579235
3051026-rj26,9.54090909090909,0.0,0.0,29.124166666666667,0.0,0.0,0.0,0.0,0.0,16.864102564102566
4192081-tg281,6.55,0.0,0.0,5.989351851851852,8.114814814814814,0.0,12.466666666666665,8.316666666666666,10.158333333333333,0.0
1011024-ct24,2.9166666666666665,0.0,0.0,19.583333333333332,0.0,0.0,0.0,0.0,0.0,28.083333333333336
3072046-rj96,0.0,0.0,0.0,0.15,0.0,0.0,14.683333333333332,17.843333333333334,17.822222222222226,0.0
4231084-tg184,0.0,0.0,0.0,0.0,0.0,0.0,18.07857142857143,18.1,13.773333333333335,0.0
3051002-rj2,11.113541666666666,0.0,19.35,18.994444444444444,0.0,0.0,0.0,0.0,0.0,0.0
3072026-rj76,6.748333333333333,0.0,0.0,24.407936507936512,0.0,0.0,0.8333333333333334,0.0,8.250000000000002,6.615277777777777
3072006-rj56,0.0,0.0,0.0,39.28529411764706,0.0,0.0,0.25,0.0,5.1,0.0
-ct33,11.716666666666667,0.0,0.0,16.863207547169814,0.0,0.0,0.0,0.0,6.1,8.594444444444445
3072032-rj82,19.627272727272725,0.0,0.0,6.178431372549021,0.0,0.0,0.9833333333333333,0.0,0.9833333333333333,14.453174603174599
3051006-rj6,19.07297297297297,5.897222222222222,8.516666666666667,2.716666666666667,0.0,0.0,0.0,0.0,0.0,4.2875000000000005
3072019-rj69,32.06666666666666,7.095833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011009-ct9,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,36.56708037825059
1011003-ct3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.098333333333336
3072002-rj52,20.071568627450983,0.0,0.0,15.591666666666669,0.0,0.0,0.0,0.0,0.0,0.0
3051022-rj22,2.2177083333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,32.53235294117648
3072030-rj80,10.041666666666666,0.0,0.0,3.025,0.0,0.0,3.216666666666667,3.216666666666667,3.216666666666667,10.605555555555554
4141008-tg108,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,13.716666666666667,13.716666666666667,5.319999999999999,0.0
3072024-rj74,4.338095238095238,0.0,0.0,12.609166666666665,0.0,0.0,0.0,0.0,0.4,14.403703703703703
3051024-rj24,0.0,0.0,0.0,0.0,0.0,0.0,8.172619047619047,15.191666666666666,6.858333333333335,0.0
3051027-rj27,9.99,0.0,0.0,7.239999999999999,0.0,0.0,0.0,0.0,12.233333333333333,0.0
3072050-rj100,0.0,0.0,0.0,23.7530303030303,0.0,0.0,0.0,0.0,0.24166666666666667,3.70625
3072031-rj81,2.975,0.0,0.0,0.0,0.0,0.0,13.397916666666667,0.0,11.16547619047619,0.0
4231046-tg146,0.0,0.0,0.0,1.2166666666666666,4.066666666666666,0.0,10.908333333333333,0.0,10.841666666666667,0.0
2031030-mz30,0.0,0.0,0.0,4.8,0.0,0.0,7.4,7.4,0.0,7.4
3072023-rj73,10.608333333333333,0.0,1.8166666666666667,1.6880952380952383,0.0,0.0,0.0,0.0,0.0,12.15722222222222
3072027-rj77,0.0,0.0,0.0,3.4555555555555557,0.0,0.0,0.0,0.0,0.0,22.75238095238095
4152012-tg212,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,9.633333333333333,9.633333333333333,5.344444444444444,0.0
3051032-rj32,11.922222222222222,0.0,0.0,10.91135531135531,1.7333333333333334,0.0,0.016666666666666666,0.0,0.0,0.0
4202059-tg259,8.1625,0.0,0.0,15.458333333333334,0.0,0.0,0.0,0.0,0.0,0.0
1011006-ct6,15.845833333333331,0.0,0.0,2.1166666666666667,0.0,0.0,0.0,0.0,0.0,4.3
